id,document_id,sentence_nr,content,code,title/text,dataset,url
11995,E1463,15,Es wäre super wenn man hier deutliche Spuren für die Radfahrer und eine wesentlich bessere Ampelschaltung einrichten würde.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/bahnuebergang-ampelkreuzung
11996,E1463,16,Insgesamt wird hier ein anständiges Konzept dringend benötigt.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/bahnuebergang-ampelkreuzung
11997,E1463,17,Danke!,non-arg,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/bahnuebergang-ampelkreuzung
11998,E1464,1,Freilaufender Rechtsabbieger,non-arg,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freilaufender-rechtsabbieger
11999,E1464,2,"Die freilaufenden Rechtsabbieger sind ja alle ziemlich gruselig, dieser hier stört mich aber besonders.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freilaufender-rechtsabbieger
12000,E1464,3,Von der Weinsbegerstraße aus kommend führt einen der Radweg nämlich in eine deutliche Kurve nach rechts.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freilaufender-rechtsabbieger
12001,E1464,4,"Wenn man geradeaus über die Innere Kanalstraße fahren möchte, muß man höllisch aufpassen, dass die Autofahrer einen wahrnehmen.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freilaufender-rechtsabbieger
12002,E1465,1,Auffahrt zum Radweg,non-arg,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auffahrt-zum-radweg
12003,E1465,2,Die Auffahrt zu und vom Radweg entlang der Inneren Kanalstraße muss dringend vergrößert und mit deutlichen Richtungsangaben versehen werden.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auffahrt-zum-radweg
12004,E1465,3,"Von der Weinsbergstraße aus kommend schafft man die Kurve an der Stelle nur, in dem man weit ausholt.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auffahrt-zum-radweg
12005,E1465,4,"Da hier gerade morgens gerne mal viel Verkehr mit meheren Radfahrern ist, muss man ziemlich aufpassen, dass man einander nicht in die Quere kommt.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auffahrt-zum-radweg
12006,E1466,1,Druchgäng Tempo 50,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/druchgaeng-tempo-50
12007,E1466,2,Abbau der Tempo 70 Schildern die im wechsel mit Tempo 50 auf der Äußeren Kanalstr. zu finden sind.,mpos+premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/druchgaeng-tempo-50
12008,E1467,1,Eigene Fahrradampel,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/eigene-fahrradampel
12009,E1467,2,An der Kreuzung Subbelrather/ Äußere Kanalstraße wäre eine eigene Fahrradampel sinnvoll.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/eigene-fahrradampel
12010,E1467,3,Im Moment ist das Fahrradgrün mit dem Fußgängergrün gekoppelt.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/eigene-fahrradampel
12011,E1468,1,Die Radführung vom belgischen Viertel kommend geradeaus auf der Vogelsanger Straße muss dringend verbessert werden.,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12012,E1468,2,"Wer auf der Vogelsanger aus dem belgischen Viertel kommend einfach nur geradeaus die Innere Kanalstraße überqueren will, wird über den freilaufenden Rechtsabbieger für die Autofahrer geleitet, wo man dann scheinbar auf den Bürgersteig fahren soll.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12013,E1468,3,Dort ist aber a) kein Radweg deutlich markiert und b) man muss als Radfahrer nach wenigen Metern schon wieder auf die Straße (und in den fließenden Autoverkehr wechseln).,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12014,E1468,4,"Auf Anhieb ist es aber auch gar nicht zu erkennen, dass man dort auf den Bürgersteig soll.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12015,E1468,5,"Die Folge ist, dass eigentlich alle Radfahrer auf dem freilaufen Rechtsabbieger landen und von dort dann wieder auf die Vogelsanger fahren, wo man sich wiederum in den fließenden Autoverkehr einfädeln muss.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12016,E1468,6,Die Stelle ist einfach nur unlogisch.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12017,E1468,7,Es muss einem doch möglich sein ganz einfach nur geradeaus die Kreuzung zu überqueren.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12018,E1468,8,"Wenn man die Stelle nicht kennt, merkt man gar im ersten Moment gar nicht wie seltsam man geleitet wird, was die Stelle recht gefährlich macht.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-radfuehrung-vom-belgischen-viertel-kommend-geradeaus-auf-der
12019,E1469,1,Freigabe Einbahnstraße für Radfahrer,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freigabe-einbahnstrasse-fuer-radfahrer
12020,E1469,2,Die Philippstr. zwischen Stammstr und Venloer Str ist in dieser Richtung Einbahnstraße und seit ca. 2 Jahren für den Fahrradverkehr freigegeben.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freigabe-einbahnstrasse-fuer-radfahrer
12021,E1469,3,"Das Teilstück zwischen Glasstr und Stammstr ist zu diesem Zeitpunkt nicht freigegeben worden, weil das durch ein baubedingte Sperrung nicht notwendig ist.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freigabe-einbahnstrasse-fuer-radfahrer
12022,E1469,4,Seitdem die Sperrung nicht mehr bestehtm habe ich schon 2x den Fahrradbeauftragten gebeten dieses Teilstück freizugeben - leider ist hier bis heute nichts passiert.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freigabe-einbahnstrasse-fuer-radfahrer
12023,E1469,5,Die Philippstr ist hier eine wichtige Querverbindung in der direkten Verbindung zwischen Gürtel über Fröbelstr - Rothehausstr und Liebigstr. Richtung Nippes.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/freigabe-einbahnstrasse-fuer-radfahrer
12024,E1470,1,Bordsteinabsenkung in Verlängerung der Bartolomäus Schink Str.,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/bordsteinabsenkung-verlaengerung-der-bartolomaeus-schink-str
12025,E1470,2,"Wenn man von der Bartholomäus Schink Str kommend durch die Unterführung des Bahnhofs Ehrenfeld Richtung Glasstraße fahren will, muss an nach der Querung des Gürtels entweder absteigen um den hohen Bordstein zu überwinden oder man fährt einen Schwenk in Richtug Hüttenstraße um dann wieder rechts in die Unterführung zu fahren.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/bordsteinabsenkung-verlaengerung-der-bartolomaeus-schink-str
12026,E1470,3,Eine Bordsteinabsenkung in direkter Verlängerung der Bartholomäus Schink Straße wäre hier wünschenswert.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/bordsteinabsenkung-verlaengerung-der-bartolomaeus-schink-str
12027,E1471,1,Verlängerung Radschutzstreifen zwischen Overbeckstr und Ampel Subbelrather Str.,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/verlaengerung-radschutzstreifen-zwischen-overbeckstr-und-ampel
12028,E1471,2,Auf der Liebigstraße in Richtung Subbelratherstr. wird man vom Radweg vor der Overbeckstr auf einen roten Radschutzstreifen geführt.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/verlaengerung-radschutzstreifen-zwischen-overbeckstr-und-ampel
12029,E1471,3,"Dieser endet aber nach einigen Metern, was dazu führt, dass die vor der Ampel wartenden Autos keinen Platz für vorbeifahrende Radfahrer lassen.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/verlaengerung-radschutzstreifen-zwischen-overbeckstr-und-ampel
12030,E1471,4,"Besonders ärgerlich ist das zum Berufsverkehr, weil dann der Autoverkehr nicht auf die Subbelrather Str abfliesst.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/verlaengerung-radschutzstreifen-zwischen-overbeckstr-und-ampel
12031,E1471,5,Dem Radfahrer bleibt nur die Wahl auf den Fussweg auszuweichen oder links an den Autos vorbeizufahren.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/verlaengerung-radschutzstreifen-zwischen-overbeckstr-und-ampel
12032,E1471,6,"Eine Verlängerung des Radschutzstreifens bis zur Ampel wäre eine einfache Lösung, den Radverkehr fließen zu lassen.",mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/verlaengerung-radschutzstreifen-zwischen-overbeckstr-und-ampel
12033,E1472,1,Herkulesstrasse in beide Richtungen für Radfahrer öffnen,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/herkulesstrasse-beide-richtungen-fuer-radfahrer-oeffnen
12034,E1472,2,Die Herkulesstrasse sollte auch von Süd nach Nord für Radfahrer befahrbahr sein.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/herkulesstrasse-beide-richtungen-fuer-radfahrer-oeffnen
12035,E1472,3,Aktuell ist kein Platz für Radler wenn ein Auto entgegenkommt.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/herkulesstrasse-beide-richtungen-fuer-radfahrer-oeffnen
12036,E1472,4,"Die vorhandene Lösung, die Radler ab der Unterführung über die viel zu enge Rampe in den Park zu leiten ist mangelhaft.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/herkulesstrasse-beide-richtungen-fuer-radfahrer-oeffnen
12037,E1472,5,Es fehlt auch eine fahrbare Fahrradrampe in dem Park ca. auf Höhe Parkmitte bei den 4 Treppenstufen.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/herkulesstrasse-beide-richtungen-fuer-radfahrer-oeffnen
12038,E1472,6,Die vorhandene Rampe ist mangelhaft.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/herkulesstrasse-beide-richtungen-fuer-radfahrer-oeffnen
12039,E1473,1,Die Ampel an dieser Stelle ist sinnlos.,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-ampel-dieser-stelle-ist-sinnlos
12040,E1473,2,"Die Ampel für Fussgänger und Radfahrer an dieser Stelle ist sinnlos, da aus der Strasse niemand kommen kann.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-ampel-dieser-stelle-ist-sinnlos
12041,E1473,3,Da stehen nämlich Absperrpoller!,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-ampel-dieser-stelle-ist-sinnlos
12042,E1473,4,Die Ampel bremst den Radverkehr unnötig aus.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/die-ampel-dieser-stelle-ist-sinnlos
12043,E1474,1,Auf- und Abfahrt auf die Brücke nicht verblockt und zugeparkt.,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auf-und-abfahrt-auf-die-bruecke-nicht-verblockt-und-zugeparkt
12044,E1474,2,"Radfahrer welche die die Brücke über die Autobahn nutzen wollen, kommen nicht problemlos in oder aus der Lukasstrasse.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auf-und-abfahrt-auf-die-bruecke-nicht-verblockt-und-zugeparkt
12045,E1474,3,Dort ist kein Weg für Radfahrer markiert.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auf-und-abfahrt-auf-die-bruecke-nicht-verblockt-und-zugeparkt
12046,E1474,4,Die Zufahrt zur Rampe ist fast immer zugeparkt.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auf-und-abfahrt-auf-die-bruecke-nicht-verblockt-und-zugeparkt
12047,E1474,5,Als Folge fahren viele Radfahrer auf dem sehr engen Nord-Fußweg der Lukasstraße und drängeln die Fußgänger weg.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/auf-und-abfahrt-auf-die-bruecke-nicht-verblockt-und-zugeparkt
12048,E1475,1,Keine Einfahrt in den Radweg möglich.,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/keine-einfahrt-den-radweg-moeglich
12049,E1475,2,"Wenn mensch von der Hüttenstr. in die Liebigstr. fährt, gibt es nach der Kreuzung keine Möglichkeit auf den Radweg der Liebigstr. zu kommen.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/keine-einfahrt-den-radweg-moeglich
12050,E1475,3,"Hoher Bordsteine vor und hinter der Bushaltestelle, sowie parkende Autos blockieren die Auffahrt.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/keine-einfahrt-den-radweg-moeglich
12051,E1476,1,Starke Radwegsschäden,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/starke-radwegsschaeden
12052,E1476,2,Der Radweg muss an dieser Stelle dringend saniert werden.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/starke-radwegsschaeden
12053,E1476,3,Durch die Wurzeln ist der Boden sehr uneben.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/starke-radwegsschaeden
12054,E1476,4,"Nachts ist es hier so dunkel, dass man die Bodenunebenheiten nicht mal sieht.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/starke-radwegsschaeden
12055,E1476,5,"Selbst wenn man weiß, dass sie da sind, muss man höllisch aufpassen,",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/starke-radwegsschaeden
12056,E1477,1,Venloer Str. zw. Innerer und Gürtel als Einbahnstr.,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-str-zw-innerer-und-guertel-als-einbahnstr
12057,E1477,2,"Die Venloer Str. sollte zwischen Innerer Kanalstr. und Gürtel als Einbahnstr. den Bürgern, Fußgängern und Radfahrern zurückgegeben werden.",mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-str-zw-innerer-und-guertel-als-einbahnstr
