unit_id,sentences,code,coder1,coder2,coder3,coder4,coder5,dataset,document_id
E1467_3,3-3,premise,high concreteness,high concreteness,intermediate concreteness,intermediate concreteness,high concreteness,CD_C,E1467
E1468_1,1-1,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1468
E1468_2,2-6,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1468
E1468_3,7-7,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,high concreteness,low concreteness,CD_C,E1468
E1468_4,8-8,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1468
E1469_1,1-1,mpos,low concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,CD_C,E1469
E1469_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1469
E1469_3,4-4,mpos,high concreteness,low concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1469
E1469_4,5-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1469
E1470_1,1-1,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1470
E1470_2,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1470
E1470_3,3-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1470
E1471_1,1-1,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1471
E1471_2,2-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1471
E1471_3,6-6,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1471
E1472_1,1-1,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1472
E1472_2,2-2,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1472
E1472_3,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1472
E1472_4,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1472
E1472_5,6-6,premise,intermediate concreteness,low concreteness,high concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1472
E1473_1,1-1,premise,low concreteness,low concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_C,E1473
E1473_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1473
E1474_1,1-1,premise,low concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,CD_C,E1474
E1474_2,2-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1474
E1475_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1475
E1475_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1475
E1476_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,high concreteness,intermediate concreteness,CD_C,E1476
E1476_2,2-2,mpos,intermediate concreteness,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,CD_C,E1476
E1476_3,3-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1476
E1477_1,1-1,mpos,intermediate concreteness,high concreteness,high concreteness,low concreteness,high concreteness,CD_C,E1477
E1477_2,2-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1477
E1478_1,1-1,premise,low concreteness,low concreteness,low concreteness,low concreteness,low concreteness,CD_C,E1478
E1478_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1478
E1479_1,1-1,premise,low concreteness,low concreteness,low concreteness,low concreteness,intermediate concreteness,CD_C,E1479
E1479_2,2-2,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1479
E1480_1,1-1,premise,low concreteness,low concreteness,low concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1480
E1480_2,2-2,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1480
E1481_1,1-1,premise,low concreteness,low concreteness,low concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1481
E1481_2,2-2,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1481
E1482_1,2-3,premise,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,CD_C,E1482
E1483_1,2-3,premise,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,CD_C,E1483
E1484_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1484
E1484_2,2-2,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1484
E1485_1,1-1,premise,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1485
E1485_2,2-3,premise,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1485
E1485_3,4-4,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1485
E1485_4,5-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1485
E1485_5,6-6,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1485
E1485_6,7-8,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1485
E1486_1,1-1,mpos,intermediate concreteness,high concreteness,intermediate concreteness,intermediate concreteness,high concreteness,CD_C,E1486
E1486_2,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1486
E1486_3,3-3,mpos,high concreteness,high concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_C,E1486
E1487_1,1-1,mpos,low concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,CD_C,E1487
E1487_2,2-2,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1487
E1488_1,1-1,premise,low concreteness,low concreteness,low concreteness,low concreteness,low concreteness,CD_C,E1488
E1488_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1488
E1488_3,4-6,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1488
E1491_1,2-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1491
E1491_2,4-6,premise,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,CD_C,E1491
E1493_1,2-2,premise,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,high concreteness,CD_C,E1493
E1493_2,3-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_C,E1493
