id,document_id,sentence_nr,content,code,title/text,dataset,url
16236,M1599,5,"Ich überquerte also die Straße, da ja gegen das Linksfahren in Moers gerade auch eine Initiative lief.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/genauere-radweg-fuehrung-holderberg-der-ampel-rtg-kapellen
16237,M1599,6,"Jedoch endete der Radweg direkt nach 25m wieder, so dass ich ein zweites Mal die Straße kreuzen musste.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/genauere-radweg-fuehrung-holderberg-der-ampel-rtg-kapellen
16238,M1599,7,Eine genauere Radweg-Angabe an der Stelle wäre hilfreich.,mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/genauere-radweg-fuehrung-holderberg-der-ampel-rtg-kapellen
16239,M1599,8,"Vielleicht einfach die Markierung rechts wegnehmen, damit man nicht binnen 25m zwei Mal rüber und nüber muss.",mpos+premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/genauere-radweg-fuehrung-holderberg-der-ampel-rtg-kapellen
16240,M1599,9,Danke.,non-arg,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/genauere-radweg-fuehrung-holderberg-der-ampel-rtg-kapellen
16306,M1613,1,Radwegqualität,non-arg,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/radwegqualitaet
16307,M1613,2,Radweg von rathausallee Richtung Rheinberg zu schmal für zwei Richtungen und zugewachsen!,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/radwegqualitaet
16347,M1624,1,Verbesserung der Anbindung des Bereiches Kastellplatz für Radfahrer aus dem Süden der Innenstadt,mpos,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/verbesserung-der-anbindung-des-bereiches-kastellplatz-fuer-radfahrer-aus
16348,M1624,2,"Schaffung eines Zuganges für Radfahrer in Richtung Innenstadt/ Kastellplatz durch Freigabe des Weges zwischen der Kurve des Radweges parallel des Walls auf Höhe des Don-Bosco-Heimes, den Wall querend entlang des Bouleplatzes über die Moersbachbrücke zum Kreisel Hanckwitzstraße/ Kastell.",mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/verbesserung-der-anbindung-des-bereiches-kastellplatz-fuer-radfahrer-aus
16349,M1624,3,"Dies verbessert die Erreichbarkeit des Kastellplatzes, des Schlosses, des Schlosstheaters, des Kindergartens, des Musenhofes, der Gastronomie am Kastellplatz, der Kirchen, der Innenstadt Höhe Neumarkt/ Altmarkt etc. für den Radverkehr, der aus dem Süden kommt.",mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/verbesserung-der-anbindung-des-bereiches-kastellplatz-fuer-radfahrer-aus
16403,M1635,1,Ampeln an Hauptverkehrsstraßen,non-arg,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampeln-hauptverkehrsstrassen
16404,M1635,2,"In Moers werden die Ampeln zur Überquerung von Hauptverkehrsstraßen für Radfahrer und Fußgänger so geschaltet, dass man erst einen Anforderungknopf betätigen muss.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampeln-hauptverkehrsstrassen
16405,M1635,3,"Sonst bleiben die Ampeln auf Rot, wenn die Autofahrer Grün haben.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampeln-hauptverkehrsstrassen
16406,M1635,4,"Umgekehrt bekommen auch Autofahrer Grün, wenn Radfahrer oder Fußgänger den Anforderungsknopf betätigt haben.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampeln-hauptverkehrsstrassen
16461,M1646,1,Straßenqualität,non-arg,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/strassenqualitaet
16462,M1646,2,"Der Straßenbelag der Wittfeldstraße ist für jedes Fahrzeug eine Zumutung (besonders für Krankenfahrzeuge), manche Fahrradfahrer nutzen den sehr breiten Fußweg auf der Seite des Krankenhauses - es wäre schön, wenn man den Bürgersteig auch zum Radfahren freigeben würde.",mpos+premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/strassenqualitaet
16463,M1646,3,"Das sollte man überall dort tun, wo keine Radwege zur Verfügung stehen und die Bürgersteige die notwendige Breite haben.",mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/strassenqualitaet
16464,M1646,4,So könnte man mit sehr geringem Kostenaufwand viel für die Sicherheit der RadfahrerInnen erreichen.,mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/strassenqualitaet
16509,M1658,1,Gefahrenstelle Liebrrechtstraße,premise,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/gefahrenstelle-liebrrechtstrasse
16510,M1658,2,"Aufgrund einer Kreuzung von zwei abschüssigen mit den Fahrrad befahrbaren Wegen(liebrechtstraße und Fahrradweg) und hoher Frequentierung als quasi Hauptverkehrsader auf der Transitstrecke Moers nach Utfort/Repelen usw. in beiden Richtungen kommt es immer wieder dazu, dass Kurven geschnibbelt werden.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/gefahrenstelle-liebrrechtstrasse
16511,M1658,3,"Es könnte hierbei zu Unfällen kommen, es war schon häufiger mal knapp.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/gefahrenstelle-liebrrechtstrasse
16512,M1658,4,Abhilfe könnte mit einem Spiegel oder einer Fahrbahnmarkierung mit einer Mittellinie zwischen den beiden Fahrstreifen geschaffen werden.,mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/gefahrenstelle-liebrrechtstrasse
16513,M1658,5,"Es handelt sich um eine T-Kreuzung, die aus Richtung Moersbach sehr gering frequentiert wird und die Gefahr primär zwischen Liebrechtstraße und Fahrradweg besteht, dazu trägt bei, dass aus Richtung Moersbach kommend bergauf auf einem sehr schlechtem Weg gefahren wird.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/gefahrenstelle-liebrrechtstrasse
16553,M1669,1,Homberger Straße,non-arg,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/homberger-strasse
16554,M1669,2,"Es wäre gut, wenn Radfahrer die Homberger Straße in beide Richtlungen befahren dürften, und nicht nur in einer, um Umwege zu vermeiden.",mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/homberger-strasse
16555,M1669,3,"Ich denke der Platz ist ausreichend und wenn alle ihr Tempo der Verkehrssituation anpassen würden, und sich auch die Busfahrer an Schrittgeschwindigkeit halten würden, müsste es auch funktionieren.",mpos+premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/homberger-strasse
16597,M1681,1,Wartungs- und Reparaturstau des Steinbückener Radweges,premise,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16598,M1681,2,"Es ist sehr bedauerlich, dass sich immer nur nach Aufforderung , der Radweg parallel zur Steinbrückenstraße, von Moers Hülsdonk nach Kapellen, vom Wildwuchs befreit oder gereinigt wird.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16599,M1681,3,"Teilweise ist der Fahrradweg nur noch zu ca. 40% nutzbar, so dass man zeitweilig seitlich anhalten muss, um den entgegenkommenden Radfahrer vorbeilassen zu können oder umgekehrt.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16600,M1681,4,"Gleichermassen trifft das auch für den seitlichen Hecken- und Baumwuchs zu, der, wenn er denn geschnitten wurde, nicht ausreichend gekürzt, nämlich ca. 60cm hinter dem Geländer des Brückengeländers z.B. , sondern bündig mit ihm geschnitten wird.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16601,M1681,5,"Das wiederum bedeutet, er wächst schneller wieder zu.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16602,M1681,6,Ein weitaus schlimmeres Problem ist meiner Meinung nach jedoch die mangelnde Fahrbahnbeschaffenheit.,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16603,M1681,7,Die Pflastersteine des Radweges sind selbst für einen Fußgänger fußbrecherisch.,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16604,M1681,8,Wer haftet denn eigentlich bei einem Unfall auf Grund der Fahrbahnschädigung?,non-arg,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16605,M1681,9,"Schön wäre es, wenn sich im Pflegeplan unserer Stadt, für diesen Radweg ,beispielsweise 1x im Monat jemand darum kümmern würde.",mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/wartungs-und-reparaturstau-des-steinbueckener-radweges
16656,M1695,1,"Schlaglöcher, bzw. Wurzeln",premise,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/schlagloecher-bzw-wurzeln
16657,M1695,2,Der gesamte Bereich der Venloer Straße ist durchzogen von Schlaglöchern und Wellen durch Baumwurzeln.,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/schlagloecher-bzw-wurzeln
16658,M1695,3,"Bei Dunkelheit ist es hier zum Teil sehr gefährlich, vor alem dann, wenn einem noch jemand entgegen kommt.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/schlagloecher-bzw-wurzeln
16703,M1706,1,Ampelschaltung für Fußgänger & Radfahrer,non-arg,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampelschaltung-fuer-fussgaenger-radfahrer
16704,M1706,2,"Ein echtes Ärgernis für Fusgänger und Radfahrer: Ohne das Berühren der Drück-Vorrichtung entfällt an dieser Ampel, mit eh schon sehr langen Wartezeiten, die Grünphase für Radfahrer und Fußgänger.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampelschaltung-fuer-fussgaenger-radfahrer
16705,M1706,3,Und das obwohl tagsüber fast immer jemand dort an der Ampel die Straße queren will.,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampelschaltung-fuer-fussgaenger-radfahrer
16706,M1706,4,"Umso ärgerlicher, dass die Ampel keinen normalen Drücker hat und daher oftmals gar nicht die Erfordernis zum Drücken erkannt wird, da der Vorrichtung eher die Optik eines Signalgebers für sehbehinderte Menschen hat.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampelschaltung-fuer-fussgaenger-radfahrer
16707,M1706,5,"Zudem funktioniert die Vorrichtung nicht mit Handschuhen, was man allerdings auch nur durch Erfahrung lernt.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampelschaltung-fuer-fussgaenger-radfahrer
16708,M1706,6,"Im Winter äußerst lästig, dafür jedes Mal die Handschuhe ausziehen zu müssen.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampelschaltung-fuer-fussgaenger-radfahrer
16709,M1706,7,"Und die Autos bekommen oftmals gar nicht mit - auf Grund des Blickwinkels - dass die Fußgänger/Radfahrer rot haben und halten trotzdem an, aber man darf ja trotzdem nicht über die Straße.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampelschaltung-fuer-fussgaenger-radfahrer
16760,M1719,1,Kreuzende Verkehrsteilnehmer,premise,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/kreuzende-verkehrsteilnehmer
16761,M1719,2,"Rechtsabbieger schneiden den Radweg ohne zuschauen, gerne auch Busse der NIAG.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/kreuzende-verkehrsteilnehmer
16762,M1719,3,Die Übersichtlichkeit ist auch aufgrund der Wegeführung sehr eingeschränkt.,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/kreuzende-verkehrsteilnehmer
16806,M1730,1,Schlechte Einsehbarkeit,premise,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/schlechte-einsehbarkeit
16807,M1730,2,"Es handelt sich um einen einseitigen Radweg, abbiegende Verkehrsteilnehmer achten nicht auf Radfahrer.",premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/schlechte-einsehbarkeit
16839,M1741,1,Ampel Grafschafter Rad- und Wanderweg zu träge,premise,title,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampel-grafschafter-rad-und-wanderweg-zu-traege
16840,M1741,2,Die o.g. Ampelanlage zeigt viel zu selten GRÜN - die Rot-Pfasen sind zu lange.,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampel-grafschafter-rad-und-wanderweg-zu-traege
16841,M1741,3,Fußgänger und Radfahrer queren 'verständlicherweise' bei ROT.,premise,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampel-grafschafter-rad-und-wanderweg-zu-traege
16842,M1741,4,Ampel sollte öfter Grün-Phasen zeigen.,mpos,text,CD_M,https://www.raddialog.moers.de/dialoge/moerser-raddialog/ampel-grafschafter-rad-und-wanderweg-zu-traege
