unit_id,sentences,code,coder1,coder2,coder3,coder4,coder5,dataset,document_id
Kmeas8_3,3-3,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas8
Kmeas9_1,2-3,mpos,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas9
Kmeas10_1,1-1,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmeas10
Kmeas10_2,2-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas10
Kmeas11_1,1-1,mpos,intermediate concreteness,low concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmeas11
Kmeas11_2,2-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas11
Kmeas12_1,1-1,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmeas12
Kmeas12_2,2-2,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmeas12
Kmeas12_3,3-4,mpos,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas12
Kmeas13_1,1-1,mpos,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmeas13
Kmeas13_2,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas13
Kmeas13_3,3-4,mpos,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas13
Kmeas14_1,1-1,mpos,high concreteness,low concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmeas14
Kmeas14_2,2-2,premise,high concreteness,low concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas14
Kmeas14_3,3-3,mpos,high concreteness,low concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmeas14
Kmeas14_4,3-3,premise,high concreteness,low concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas14
Kmeas14_5,4-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas14
Kmeas14_6,4-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas14
Kmeas14_7,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmeas14
Kmeas15_1,1-1,mpos,intermediate concreteness,low concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmeas15
Kmeas15_2,2-2,premise,intermediate concreteness,low concreteness,intermediate concreteness,high concreteness,high concreteness,MC_K,Kmeas15
Kmeas15_3,3-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas15
Kmeas16_1,1-1,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,MC_K,Kmeas16
Kmeas16_2,2-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas16
Kmeas18_1,1-1,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmeas18
Kmeas18_2,2-2,premise,intermediate concreteness,low concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas18
Kmeas18_3,3-3,mpos,high concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,MC_K,Kmeas18
Kmeas20_1,2-6,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas20
Kmeas21_1,1-1,mpos,low concreteness,low concreteness,intermediate concreteness,low concreteness,low concreteness,MC_K,Kmeas21
Kmeas21_2,2-2,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmeas21
Kmeas22_1,2-2,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmeas22
Kmeas23_1,2-4,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmeas23
Kmeas24_1,2-4,mpos,high concreteness,low concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmeas24
Kmeas25_1,2-2,mpos,intermediate concreteness,low concreteness,intermediate concreteness,intermediate concreteness,low concreteness,MC_K,Kmeas25
Kmeas26_1,2-2,mpos,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmeas26
Kmeas27_1,2-2,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,low concreteness,MC_K,Kmeas27
Kmeas28_1,2-2,mpos,intermediate concreteness,low concreteness,high concreteness,intermediate concreteness,low concreteness,MC_K,Kmeas28
Kmeas30_1,2-2,mpos,high concreteness,low concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmeas30
Kmob0_1,2-4,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob0
Kmob0_2,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob0
Kmob1_1,2-3,premise,high concreteness,low concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob1
Kmob1_2,4-4,mpos,intermediate concreteness,low concreteness,high concreteness,high concreteness,low concreteness,MC_K,Kmob1
Kmob1_3,5-5,premise,intermediate concreteness,low concreteness,high concreteness,intermediate concreteness,low concreteness,MC_K,Kmob1
Kmob1_4,6-7,premise,high concreteness,low concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob1
Kmob1_5,8-8,mpos,high concreteness,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob1
Kmob1_6,9-9,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob1
Kmob2_1,2-2,premise,intermediate concreteness,low concreteness,low concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob2
Kmob2_2,3-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob2
Kmob3_1,1-1,mpos,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob3
Kmob3_2,2-3,mpos,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob3
Kmob4_1,2-2,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob4
Kmob4_2,3-3,premise,intermediate concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,MC_K,Kmob4
Kmob4_3,4-5,premise,intermediate concreteness,low concreteness,high concreteness,intermediate concreteness,low concreteness,MC_K,Kmob4
Kmob4_4,6-6,mpos,low concreteness,low concreteness,low concreteness,intermediate concreteness,low concreteness,MC_K,Kmob4
Kmob5_1,1-1,mpos,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob5
Kmob5_2,2-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob5
Kmob6_1,1-1,mpos,low concreteness,intermediate concreteness,intermediate concreteness,low concreteness,low concreteness,MC_K,Kmob6
Kmob6_2,2-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob6
Kmob6_3,3-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob6
Kmob6_4,4-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob6
Kmob6_5,7-8,mpos,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,low concreteness,MC_K,Kmob6
Kmob7_1,1-1,mpos,low concreteness,low concreteness,low concreteness,low concreteness,low concreteness,MC_K,Kmob7
Kmob7_2,2-2,mpos,intermediate concreteness,low concreteness,intermediate concreteness,low concreteness,low concreteness,MC_K,Kmob7
Kmob7_3,3-3,premise,intermediate concreteness,low concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob7
Kmob7_4,4-4,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob7
Kmob7_5,5-5,mpos,intermediate concreteness,high concreteness,intermediate concreteness,low concreteness,high concreteness,MC_K,Kmob7
Kmob7_6,6-6,mpos,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmob7
Kmob7_7,7-7,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmob7
Kmob8_1,1-1,mpos,intermediate concreteness,low concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob8
Kmob8_2,2-2,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob8
Kmob8_3,3-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob8
Kmob8_4,6-7,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob8
Kmob8_5,8-11,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob8
Kmob8_6,12-13,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob8
Kmob9_1,1-1,mpos,intermediate concreteness,low concreteness,low concreteness,low concreteness,low concreteness,MC_K,Kmob9
Kmob9_2,2-15,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob9
Kmob9_3,2-2,premise,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob9
Kmob9_4,16-16,premise,intermediate concreteness,low concreteness,high concreteness,low concreteness,low concreteness,MC_K,Kmob9
Kmob9_5,17-17,mpos,high concreteness,low concreteness,intermediate concreteness,high concreteness,low concreteness,MC_K,Kmob9
Kmob10_1,2-2,mpos,high concreteness,intermediate concreteness,high concreteness,low concreteness,intermediate concreteness,MC_K,Kmob10
Kmob10_2,5-6,premise,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmob10
Kmob11_1,1-1,mpos,low concreteness,low concreteness,intermediate concreteness,low concreteness,low concreteness,MC_K,Kmob11
Kmob11_2,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob11
Kmob11_3,3-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob11
Kmob12_1,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob12
Kmob12_2,3-3,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob12
Kmob12_3,4-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob12
Kmob13_1,1-1,mpos,intermediate concreteness,high concreteness,high concreteness,low concreteness,low concreteness,MC_K,Kmob13
Kmob13_2,2-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob13
Kmob14_1,1-1,mpos,intermediate concreteness,intermediate concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob14
Kmob14_2,2-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob14
Kmob15_1,1-1,mpos,intermediate concreteness,low concreteness,low concreteness,low concreteness,low concreteness,MC_K,Kmob15
Kmob15_2,2-3,premise,high concreteness,intermediate concreteness,intermediate concreteness,high concreteness,intermediate concreteness,MC_K,Kmob15
Kmob15_3,7-9,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob15
Kmob15_4,10-11,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob15
Kmob15_5,12-14,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob15
Kmob16_1,1-1,mpos,intermediate concreteness,low concreteness,low concreteness,intermediate concreteness,low concreteness,MC_K,Kmob16
Kmob16_2,2-2,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob16
Kmob16_3,3-3,premise,intermediate concreteness,low concreteness,low concreteness,high concreteness,intermediate concreteness,MC_K,Kmob16
Kmob16_4,4-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob16
Kmob16_5,6-6,premise,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob16
Kmob16_6,7-7,mpos,high concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob16
Kmob16_7,8-8,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob16
Kmob16_8,9-10,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob16
Kmob16_9,12-12,mpos,low concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob16
Kmob16_10,13-13,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob16
Kmob16_11,14-14,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob16
Kmob17_1,1-1,mpos,intermediate concreteness,low concreteness,low concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob17
Kmob17_2,1-1,premise,intermediate concreteness,low concreteness,low concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob17
Kmob17_3,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob17
Kmob17_4,3-7,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob17
Kmob17_5,8-9,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob17
Kmob18_1,1-1,mpos,intermediate concreteness,high concreteness,low concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob18
Kmob18_2,2-3,mpos,high concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob18
Kmob19_1,1-1,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob19
Kmob19_2,2-2,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob19
Kmob19_3,5-10,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob19
Kmob19_4,11-11,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob19
Kmob20_1,1-1,mpos,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob20
Kmob20_2,2-2,mpos,high concreteness,low concreteness,high concreteness,high concreteness,low concreteness,MC_K,Kmob20
Kmob20_3,3-3,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob20
Kmob20_4,5-6,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob20_5,7-7,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob20_6,8-10,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob20_7,11-11,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob20
Kmob20_8,12-13,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob20_9,14-14,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob20_10,15-16,premise,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmob20
Kmob20_11,17-17,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob20_12,18-20,premise,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,high concreteness,MC_K,Kmob20
Kmob20_13,21-21,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob20
Kmob20_14,23-29,premise,high concreteness,low concreteness,intermediate concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob20_15,30-34,mpos,high concreteness,low concreteness,intermediate concreteness,high concreteness,high concreteness,MC_K,Kmob20
Kmob21_1,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob21
Kmob21_2,5-8,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob21
Kmob21_3,9-9,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob21
Kmob22_1,1-1,mpos,low concreteness,low concreteness,low concreteness,low concreteness,low concreteness,MC_K,Kmob22
Kmob22_2,2-2,mpos,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob22
Kmob23_1,1-1,mpos,intermediate concreteness,low concreteness,low concreteness,low concreteness,low concreteness,MC_K,Kmob23
Kmob23_2,2-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob23
Kmob23_3,4-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob23
Kmob23_4,5-5,premise,intermediate concreteness,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,MC_K,Kmob23
Kmob24_1,1-1,mpos,intermediate concreteness,high concreteness,high concreteness,low concreteness,low concreteness,MC_K,Kmob24
Kmob24_2,2-3,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob24
Kmob24_3,4-4,premise,high concreteness,high concreteness,high concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob24
Kmob24_4,5-6,mpos,high concreteness,high concreteness,high concreteness,high concreteness,low concreteness,MC_K,Kmob24
Kmob24_5,6-6,premise,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,low concreteness,MC_K,Kmob24
Kmob25_1,4-5,premise,intermediate concreteness,low concreteness,high concreteness,low concreteness,low concreteness,MC_K,Kmob25
Kmob25_2,9-10,mpos,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob25
Kmob26_1,2-6,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob26
Kmob26_2,8-8,mpos,high concreteness,high concreteness,high concreteness,high concreteness,low concreteness,MC_K,Kmob26
Kmob26_3,10-10,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob26
Kmob26_4,11-11,premise,high concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,MC_K,Kmob26
Kmob27_1,4-4,mpos,high concreteness,intermediate concreteness,high concreteness,high concreteness,intermediate concreteness,MC_K,Kmob27
Kmob27_2,5-5,premise,intermediate concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,MC_K,Kmob27
Kmob27_3,11-11,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,low concreteness,low concreteness,MC_K,Kmob27
Kmob27_4,12-12,premise,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,MC_K,Kmob27
Kmob28_1,1-1,mpos,intermediate concreteness,intermediate concreteness,high concreteness,intermediate concreteness,low concreteness,MC_K,Kmob28
Kmob28_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob28
Kmob28_3,6-6,premise,intermediate concreteness,low concreteness,intermediate concreteness,high concreteness,intermediate concreteness,MC_K,Kmob28
Kmob29_1,3-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,MC_K,Kmob29
