id,document_id,sentence_nr,content,code,title/text,dataset,url
15,B1596,4,"Würden die Parkplätze entlang der Friedrich-Breuer-Straße entfernt, würde genug Platz für Radschutzstreifen neben den Gleisen entstehen.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radwege-neben-den-gleisen
16,B1597,1,Radverbindung in der Innenstadt,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radverbindung-der-innenstadt
17,B1597,2,Von ca. Mitte November bis zum 24.12. jeden Jahres ist die zentrale Fahrradroute durch die Stadt relativ ersatzlos gesperrt.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radverbindung-der-innenstadt
18,B1597,3,Alternativen bzw. Umleitung sind nur bedingt bis gar nicht ausgewiesen.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radverbindung-der-innenstadt
19,B1597,4,"Es gab vor Jahr und Tag einen Vorschlag der Grünen, einen Radweg freizuhalten.",non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radverbindung-der-innenstadt
20,B1597,5,Warum nicht vom Friedensplatz über den Bottlerplatz zur Münsterstraße und dann durch die Sürst über den Markt einen Weg freihalten?,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radverbindung-der-innenstadt
21,B1598,1,Ampel auf Radweg,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampel-auf-radweg
22,B1598,2,Schwierige Situation.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampel-auf-radweg
23,B1598,3,Sollen Radler*innen hier wirklich warten müssen?,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampel-auf-radweg
24,B1598,4,Der Fußgänger*innenverkehr hält sich in Grenzen.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ampel-auf-radweg
25,B1599,1,Parken in zweiter Reihe,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parken-zweiter-reihe
26,B1599,2,Auf der Prinz-Albert-Straße parken regelmäßig Autos in zweiter Reihe.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parken-zweiter-reihe
27,B1599,3,"Als Fahrradfahrer muss man in diesem Fall in den Gleisbereich der Straßenbahn ausweichen, was nicht ungefährlich ist.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parken-zweiter-reihe
28,B1601,1,Auffahrt auf den Südbrücke vom Rhein,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/auffahrt-auf-den-suedbruecke-vom-rhein-0
29,B1601,2,Genauso wie an der Nordbrücke kann direkt vom Rheinuferweg ein Weg bzw. eine Auffahrt für den Radverkehr geschaffen werden.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/auffahrt-auf-den-suedbruecke-vom-rhein-0
30,B1601,3,Das würde den unschönen und lauten Umweg entlang der sehr langen Vorlandbrücke abkürzen und den Zugang zum Rheinufer erleichtern.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/auffahrt-auf-den-suedbruecke-vom-rhein-0
31,B1601,4,Bei ca. 8 % Steigung wäre es auch ähnlich wie an der Nordbrücke.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/auffahrt-auf-den-suedbruecke-vom-rhein-0
32,B1602,1,Fahrradweg fast immer zugeparkt,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradweg-fast-immer-zugeparkt
33,B1602,2,An dieser Stelle wird der Fahrradweg von der Straße auf den Gehweg geführt (in beide Richtungen).,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradweg-fast-immer-zugeparkt
34,B1602,3,In beide Richtungen ist hier der Radweg fast jeden Tag durch PKW zugeparkt.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradweg-fast-immer-zugeparkt
35,B1602,4,"Es müsste hier regelmäßige Kontrollen oder in letzter Instanz Poller oder sonstige Hindernisse geben, die Autofahrer vom Zuparken des Radweges abhalten.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fahrradweg-fast-immer-zugeparkt
36,B1603,1,Wichtige Stellplätze - leider häufig überfüllt,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/wichtige-stellplaetze-leider-haeufig-ueberfuellt
37,B1603,2,Die Fahrradparkmöglichkeiten erweitern.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/wichtige-stellplaetze-leider-haeufig-ueberfuellt
38,B1604,1,Überfüllte Fahrradständer,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ueberfuellte-fahrradstaender
39,B1604,2,Mehr Stellplätze.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ueberfuellte-fahrradstaender
40,B1605,1,Gemeinsamer Fuß/Radweg,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gemeinsamer-fussradweg
41,B1605,2,Die Aufteilung der beiden Wege an der Rheinlust von der Rheinaustraße zum Rhein in einen Fußweg (nördlich) und einen Radweg (südlich) wird von den Nutzern praktisch nicht beachtet.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gemeinsamer-fussradweg
42,B1605,3,"Fußgänger, die über den Zebrastreifen in der Rheinaustraße kommen, nutzen meist den Radweg, während Radfahrer den Fußweg nutzen, da er in gerader Linie von der Friedrich-Breuer-Straße zu erreichen ist.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gemeinsamer-fussradweg
43,B1605,4,"Da beide Wege ziemlich breit sind, sollten sie einfach beide als gemeinsame Fuß- und Radwege ausgezeichnet werden.",mpos+premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gemeinsamer-fussradweg
44,B1606,1,Markierung für Radwegabzweig,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/markierung-fuer-radwegabzweig
45,B1606,2,An dieser Stelle beginnt der Radweg am Rheindorfer Bach entlang.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/markierung-fuer-radwegabzweig
46,B1606,3,"Kommt man aus der Straße Am Probsthof, biegt man links ab und dann direkt an der Fußgängerampel rechts in den Radweg am Bach entlang.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/markierung-fuer-radwegabzweig
47,B1606,4,Dies irritiert öfters nachfolgende Autofahrer.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/markierung-fuer-radwegabzweig
48,B1606,5,"Ich würde mir eine Markierung auf der Straße wünschen, die deutlich macht, dass hier ein Radweg abzweigt.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/markierung-fuer-radwegabzweig
49,B1607,1,Einfahrt ins Tulpenfeld verbessern,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
50,B1607,2,"Die Straße Tulpenfeld ist eine attraktive, weil weitgehend autofreie Alternative zu Heussallee/Winston-Churchill-Straße, außerdem Zufahrt zur Bundesnetzagentur mit rund 1000 Beschäftigten.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
51,B1607,3,"Die Einfahrten sind aber problematisch: Von der Heussallee gibt es eine überflüssige Schwelle, so dass man in der Heussallee relativ weit links fahren muss, um die Schwelle sicher zu überfahren.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
52,B1607,4,Noch deutlich schlechter ist die Einfahrt von der Heinrich-Brüning-Straße wegen der Rechtskurve in die Winston-Churchill-Straße (auch als Querung für Fußgänger).,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
53,B1607,5,Im Bereich der Kurve sollte man deshalb für langsameren Autoverkehr sorgen.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern
54,B1608,1,"Einrichtung einer Fahrradstraße Wiesenweg, Schubertstraße, Richard-Wagner-Straße, Lisztstraße",mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
55,B1608,2,"Einrichtung einer Fahrradstraße Wiesenweg, Schubertstraße, Richard-Wagner-Straße, Lisztstraße.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
56,B1608,3,Am Ende dort eine brauchbare Querungsmöglichkeit in richtung Viktoriabrücke.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
57,B1608,4,"Und zwar an allen Kreuzungen VORFAHRTBERECHTIGT, so dass man nicht andauernd anhalten muss.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
58,B1608,5,Das ist gerade mit Kinderanhänger unangenehm und völlig bescheuert.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
59,B1608,6,"Die Route wäre eine sichere Alternative zur Endenicher Straße mit den vielen Ampeln, den unsäglichen und viel zu schmalen Schutzstreifen und den vielen Schlaglöchern.",mpos+premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner
60,B1609,1,Schutzstreifen völlig unzureichend,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
61,B1609,2,"Der Schutzstreifen ist viel zu schmal, so dass man als Radfahrer permanent vom Autoverkehr bedrängt wird.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
62,B1609,3,Schlimmer: Auf dem schmalen Streifen fährt man permanent im Öffnungsbereich der Autotüren - extrem unangenehm und gefährlich!,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
63,B1609,4,"Und hält man en notwendigen Sicherheitsabstand, verlässt man bereits den Schutzstreifen nach links und wird deshalb von Autofahrern bedrängt.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
64,B1609,5,"- Verbesserung: In West-Ost-Richtung einen ordentlich breiten Radfahrstreifen mit Sicherheitsabstand wegen der Autotüren schaffen, auf der anderen Straßenseite - teilweise bergab, d.h. man ist als Radfahrer relativ flott - auf den Streifen verzichten.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
65,B1609,6,Auch wenn das nicht optimal ist - aus Sicherheitsgründen ist es wohl besser.,non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend
66,B1610,1,Entfernung der lebensgefährlichen Rille in der Fahrbahn an der Rampe Viktoriabrücke Richtung Weststadt,mpos+premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
67,B1610,2,Entfernung der lebensgefährlichen schräg längs zum Radweg verlaufenden Rille in der Fahrbahn an der Rampe Viktoriabrücke Richtung Weststadt.,mpos+premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
68,B1610,3,"Die ist genau so breit, dass man mit einem Rennradreifen genau reinrutschen kann.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
69,B1610,4,"Die sieht auch so aus, als wäre sie schon seit Jahzehnten dort.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
70,B1610,5,Fährt sich dann wie auf Schienen.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
71,B1610,6,Toll!,non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe
72,B1611,1,Neue Unterführung - größte vertane Chance zur Radverkehrsförderung in Bonn!,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
73,B1611,2,Beim Bau des neuen Haltepunktes UN-Campus entsteht immerhin eine Unterführung mit Rampen.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
74,B1611,3,"Letztere sind aber mit ihren 180°- bzw. 90°-Wenden bzw. Ecken kaum radfahrtauglich, d.h. man wird sie in der Regel als Radfahrer schiebend benutzen müssen.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
75,B1611,4,Eine gerade Rampe aus Richtung Kessenich wäre aber überhaupt kein bauliches Problem gewesen.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
76,B1611,5,"In Richtung Genscherallee/B9 wäre mit einer geraden Rampe die Joseph-Beuys-Allee zu unterqueren gewesen, und im weiteren Verlauf der Genscherallee wäre eine gerade Rampe ebenfalls ohne Probleme zu realisieren gewesen.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
77,B1611,6,"Natürlich hätte man die Mehrkosten nicht der DB anlasten können, sondern für sie hätte die Stadt Bonn aufkommen müssen.",non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
78,B1611,7,Es wäre dann aber eine unglaublich ideale Verknüpfung der Stadtteile Dotterdorf-Kessenich-Südstadt (eher Wohnquartiere) mit den Arbeitsplatzkonzentrationen östlich der B9 und zur Südbrücke geschaffen worden!,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
79,B1611,8,"Was jetzt gebaut wird, ist eine Billigstlösung zulasten des Fahrradverkehrs, die zeigt, wie in der Fahrradhauptstadt Bonn keinerlei Vision einer effizienten Radverkehrsförderung existiert.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn
80,B1612,1,"Verbreiterung aller Schutz- und Radfahrstreifen auf mindestens 2 Meter, neben Parkenden Autos auf 2,75 Meter",mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbreiterung-aller-schutz-und-radfahrstreifen-auf-mindestens-2-meter
81,B1612,2,"Verbreiterung aller Schutz- und Radfahrstreifen auf mindestens 2 Meter, neben parkenden Autos (Längsparker)auf 2,75 Meter.",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbreiterung-aller-schutz-und-radfahrstreifen-auf-mindestens-2-meter
82,B1612,3,"Alles andere suggeriert dem Autofahrer, dass er Radfahrer in geringstem Abstand überholen kann, was jeden Tag hundetfach zu lebensgefährlichen Situationen führt.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbreiterung-aller-schutz-und-radfahrstreifen-auf-mindestens-2-meter
83,B1613,1,Übergang zwischen Promenade und Bröltalweg häufig zugeparkt,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uebergang-zwischen-promenade-und-broeltalweg-haeufig-zugeparkt
84,B1613,2,"In der Rheinaustraße stehen häufig geparkte Autos vor der Aus- und Zufahrt des Fahrradwegs, der dort die Straße quert.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uebergang-zwischen-promenade-und-broeltalweg-haeufig-zugeparkt
85,B1614,1,Neues Hindernis auf einem der wichtigsten Bonner Radwege,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neues-hindernis-auf-einem-der-wichtigsten-bonner-radwege
86,B1614,2,"Ohne Zweifel gehört der Radweg längs der linksrheinischen Bahnstrecke zu einer der wichtigsten Radverbindungen in Bonn, die eigentlich zum Radschnellweg ausgebaut werden sollte.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neues-hindernis-auf-einem-der-wichtigsten-bonner-radwege
87,B1614,3,"Durch den neuen Haltepunkt UN-Campus wird es demnächst auf dem Radweg zu Behinderungen kommen, vor allem, wenn bei gleichzeitigem Halt von zwei Zügen viele Fahrgäste die Joseph-Beuys-Allee überqueren müssen und sich auf dem Radweg stauen.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neues-hindernis-auf-einem-der-wichtigsten-bonner-radwege
88,B1614,4,"Durch die Verlängerung der Unterführung unter der Beuys-Allee hindurch wäre das Problem für Fahrgäste in Richtung Bad Godesberg nicht aufgetreten, und man hätte eine Unterführung mit geraden Rampen auch als attraktive Radweg-Unterführung ausbauen können (dazu weiterer Verbesserungsvorschlag).",mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neues-hindernis-auf-einem-der-wichtigsten-bonner-radwege
89,B1615,1,Viel zu schmaler Schutzstreifen im Aufschwenkbereich der Türen parkender Autos.,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viel-zu-schmaler-schutzstreifen-im-aufschwenkbereich-der-tueren-parkender
90,B1615,2,GEHTS NOCH?,non-arg,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viel-zu-schmaler-schutzstreifen-im-aufschwenkbereich-der-tueren-parkender
91,B1615,3,Entweder Autos weg oder Schutzstreifen weg.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viel-zu-schmaler-schutzstreifen-im-aufschwenkbereich-der-tueren-parkender
92,B1615,4,Oder beides.,non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viel-zu-schmaler-schutzstreifen-im-aufschwenkbereich-der-tueren-parkender
93,B1616,1,Durchgehenden Radweg schaffen!,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/durchgehenden-radweg-schaffen
94,B1616,2,"Von der Lessingstraße südwärts bis Bad Godesberg gibt es längs der linksrheinischen Bahnstrecke durchgehend einen Radweg, der als Radschnellweg taugt: Nur zwischen der neuen Albert-Fischer-Straße und dem Rheinweg klafft eine Lücke.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/durchgehenden-radweg-schaffen
95,B1616,3,Das sollte eigentlich leicht zu ändern sein!,non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/durchgehenden-radweg-schaffen
96,B1617,1,"Entfall der STOP-Regelung für Radfahrer, die nach rechts auf die Kennedybrücke wollen.",mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die
97,B1617,2,Hier steht schon mal die Polente und kassiert.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die
98,B1617,3,Schwachsinn!,non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die
99,B1617,4,"Für Autos sehr sinnvoll, da diese nichts sehen, aber Radfahrer können hier gefahrlos auf den Radweg der Brücke einfädeln",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die
100,B1618,1,Parktascgen rechts vom Fahrradweg problematisch,premise,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
101,B1618,2,Rechts vom Radweg sind Parktaschen.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
102,B1618,3,"Wenn die Autofahrer sich zum Einfädeln in den Verkehr VOR Umschalten der Ampel auf Grün, schon auf die Straße rausfahren, blockieren sie komplett den Radweg.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
103,B1618,4,Das geschieht quasi täglich.,premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
104,B1618,5,"Als Fahrradfahrer muss man erstens häufig eine Vollbremsung machen, wenn man nicht umgefahren werden möchte, zweitens wird man regelmäßig beschimpft und bedroht, wenn man sich durch drücken möchte.",premise,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
105,B1618,6,Hier sollten die Parktaschen abgeschafft werden.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch
106,B1619,1,ALLE Fahrradstraßen als vorfahrtberechtigt markieren und beschildern.,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
107,B1619,2,Mindestlänge für Fahrradstraßen 1000m.,mpos,title,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
108,B1619,3,ALLE Fahrradstraßen als sind vorfahrtberechtigt markieren und beschildern.,mpos,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
109,B1619,4,Was sollen Fahrradstraßen eigentlich bringen?,non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
110,B1619,5,"Man kann angeblich nebeneinander fahren, doll.",non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
111,B1619,6,"Ach so, die meisten Radfahrer fahren eher alleine zur Arbeit, Uni oder Schule.",non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
112,B1619,7,"Und über was genau soll man sich auf einer vielleicht 200m langen Strecke wie z.B. der Nassestraße in den 10 Sekunden, in denen man da durch ist, mit dem neben einem Fahrenden Radfahrer unterhalten?",non-arg,text,CD_B,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern
